Lat,Long
41.118913666665854,14.826733753808165
41.11889950159916,14.826744482644257
41.11885070639566,14.826790140316456
41.118866454024925,14.826848726824904
41.118891453958696,14.826837397988802
41.118921701532116,14.826801811480395
41.11896309671077,14.826840669152595
